zip,county,urbanicity,college,employment,poverty,income,ADI
01077,25013,1,0.4665201350184473,0.6394302317341082,0.061541259928454495,93825.42574789515,36.782617782289364
01079,25013,1,0.36848008973639934,0.6137381781981085,0.12087441063009001,65294,51
01080,25013,1,0.3382113821138211,0.6039360393603936,0.08646748681898067,73697.11968365553,52.17996485061511
01081,25013,0,0.42694610778443115,0.6658589122240173,0.06227992957746479,85061,41
01082,25015,1,0.36340381991814463,0.5781614327528898,0.1103213201978634,68006.76137761377,48.884208008746754
01083,25027,1,0.3524176802135865,0.6590096988259316,0.11247484909456741,63057,42.5
01085,25013,1,0.45414545768268483,0.5911374950335382,0.06348708294111495,80715.04862703593,35.529975238953895
01086,25013,1,0.5007164790174002,0.6371412279034404,0.037787425631130404,91391,35.75
01088,25015,0.514854383140641,0.5989461358313818,0.6165286462734494,0.09598447529482013,72741.64115322698,35.471974242645985
01089,25013,1,0.44130550065082197,0.6344158582876424,0.09709887507400829,71702.90528909558,48.2501995557715
01090,25013,1,0.3749638623879734,0.5583048170571203,0.13950010681478317,46591,45.333333333333336
01092,25027,1,0.3524176802135865,0.6590096988259316,0.11247484909456741,63057,42.5
01093,25011,1,0.5945805106826472,0.7046413502109705,0.11636294608959757,66523,31.5
01094,25027,1,0.4113345521023766,0.5639291465378422,0.14454912516823687,78333,44.666666666666664
01095,25013,1,0.5107325595906652,0.6268219964664311,0.08165053019824804,102113.41881618247,39.336372824086645
01096,25015,0.7041236247585454,0.6173605908166542,0.5952655889145496,0.06986749268628463,82900.19131603258,18.49808236051622
01098,25015,0.6009710011809474,0.565839853504245,0.6653742916790933,0.061235216819973716,85123.67642041727,15.562130953943052
01101,25013,1,0.3162251655629139,0.39005046863734677,0.49968091895341415,14832,90
01103,25013,1,0.22606533288120267,0.4191162343900096,0.4649746937577936,21577.78970917226,71.60282408409708
01104,25013,1,0.22718796422137236,0.49032732435790166,0.27677852889103494,42443.135381746775,68.03783085050813
01105,25013,1,0.24220572640509014,0.42860156975272173,0.3924379834622566,30864.844497064452,57.7988636240769
01106,25013,1,0.6002374826835544,0.5512842613342527,0.09216676014208264,110500.02339523981,14.132264995792763
01107,25013,1,0.21002838221381268,0.474784276126558,0.334569112783048,38993.57202157099,67.47980971640767
01108,25013,1,0.31626580272564003,0.5651190790826065,0.2668706752837471,50150.71644154845,52.71219333770748
01109,25013,1,0.25091946258350223,0.4609839075494114,0.23544334091181046,43184.95632406809,70.22569058392587
01111,25013,1,0.22519893899204244,0.4951747801844306,0.12144069394682255,55756,64.5
01115,25013,1,0.3162251655629139,0.39005046863734677,0.49968091895341415,14832,90
01116,25013,1,0.746078431372549,0.5910465819721719,0.01837270341207349,128929,17
01118,25013,1,0.4190202742294621,0.5921944035346097,0.13169407761484242,70606.0665663348,52.46764297291039
01119,25013,1,0.2864004391381913,0.508542046773926,0.18659932347898614,53198.25497081157,66.85623783815419
01128,25013,1,0.45808945334069573,0.5977364281603683,0.14329496187770968,75658.53924514474,44.534603639916945
01129,25013,1,0.36900430962108915,0.569090483984101,0.1703094064210567,64887.11827242525,59.07094253722161
01138,25013,1,0.13451511991657977,0.5620629370629371,0.38973836221542646,29638,68.33333333333333
01139,25013,1,0.16414264777723497,0.4444088433194489,0.35911602209944754,41977,81.5
01144,25013,1,0.3162251655629139,0.39005046863734677,0.49968091895341415,14832,90
01151,25013,1,0.2661231620323191,0.5544983740816573,0.15818147661093368,47358.25398761493,69.63148182898604
01152,25013,1,0.20416666666666666,0.5774526678141136,0.17212041884816753,48350,75
01199,25013,1,0.2315934065934066,0.36013590033975085,0.4522437576392527,21454.920586230404,71.29959100204499
01201,25003,1,0.4414310996317023,0.591272820886877,0.1150334420732263,65331.37759514795,53.478590141577996
01202,25003,1,0.29561014901329036,0.4763765541740675,0.23813953488372094,24519,74.25
01220,25003,1,0.32981571901086787,0.564754923099037,0.1349527665317139,50838.20806273741,58.44430829555201
01222,25003,0,0.4409534127843987,0.6248299319727891,0.0916214587100663,71818,26.75
01223,25003,0.19136498820633785,0.3971185330713818,0.593139018831714,0.07298441209868896,75203.50733258127,27.60031449765836
01224,25003,1,0.4827133479212254,0.657672170761176,0.05849490634242524,75156,40.666666666666664
01225,25003,1,0.46229576874738165,0.5882689011616835,0.05536111994909322,72015.66576519249,42.5583306819387
01226,25003,1,0.5187837175085827,0.6091187601369616,0.056356092040739346,78188.22210573612,41.565658229743896
01227,25003,1,0.5188776562822365,0.5842003853564547,0.07118914604948125,72664,46.857142857142854
01229,25003,1,0.5214190093708166,0.44101633393829404,0.14155770324047753,46458,20.333333333333332
01230,25003,0.4612959269030307,0.5505473828258638,0.6110860748084723,0.06677624820217794,73232.86480921434,11.697960234219163
01235,25003,0.2812358703843255,0.4555446516192345,0.6206117483489746,0.0774573456137702,76669.41552373776,42.51544837980407
01236,25003,1,0.5872759131958485,0.5854338482982925,0.08347845015237267,61352.035433070865,6.520570866141732
01237,25003,1,0.5034222327118244,0.643760907504363,0.07021703447018056,78547.88035746853,33.694814274423976
01238,25003,0.6667366652666946,0.4963455149501661,0.5398145947230806,0.06434243446100293,73998.22847543049,30.325790984180315
01240,25003,1,0.5056508577194753,0.5137915742793792,0.060320608163939846,68768.7542519685,30.12622047244094
01242,25003,1,0.502851711026616,0.5262939097900644,0.04650488252924683,72517.65041846776,31.771728133909686
01243,25015,0,0.5565438373570522,0.6048417132216015,0.07519788918205805,77278,39
01244,25003,0,0.5530629853321829,0.5736314572089437,0.03903708523096942,73571,24
01245,25003,0,0.5133061615919444,0.5765529308836396,0.04972910216718266,90942.87471526196,26.731966590736523
01247,25003,0.7502327943790739,0.37406699154894824,0.5550849544447181,0.12113691702566023,59838.84775247608,58.921865741132656
01253,25003,0,0.4174454828660436,0.5852955309947141,0.03831084022638224,88571,34.333333333333336
01254,25003,1,0.5627832188276568,0.5253189022033243,0.0761000240442414,76057.67594616358,27.592545726446563
01255,25003,0,0.49800796812749004,0.5777099236641221,0.0542550261635913,98338.26278755075,27.894993234100138
01256,25003,0,0.29426860564585117,0.5689381933438986,0.09326072157930565,66058,55
01257,25003,0,0.4740325865580448,0.6091574227047439,0.07497425334706488,72381.78429768964,25.865569413207933
01258,25003,0,0.5699322242760321,0.6281299946723495,0.06008383791336749,87875,15.5
01259,25003,0,0.5530629853321829,0.5736314572089437,0.03903708523096942,73571,24
01260,25003,1,0.46304298385262677,0.5932410423452769,0.03553028957186001,73750,33.833333333333336
01262,25003,1,0.4778475640808012,0.5549124143183549,0.06077422847861397,67198.62908947575,30.592694783865458
01263,25003,1,0.5214190093708166,0.44101633393829404,0.14155770324047753,46458,20.333333333333332
01264,25003,0,0.6408839779005525,0.5644891122278057,0.08170914542728636,115625,16.5
01266,25003,0.582133125729856,0.5838976674191121,0.5618303571428571,0.10315581854043393,72172.64207862981,19.370864149474503
01267,25003,1,0.5894181224079427,0.5617592836449828,0.09870992963252541,84307.30117482299,36.05264659353199
01270,25003,0.7862444334487877,0.5051061760414978,0.6128305288461539,0.06645807259073842,75774.57100445323,45.17763483424047
01301,25011,0.8854119179420384,0.5185676392572944,0.5825067281814686,0.10919732441471572,66106.73415825464,35.596141322044936
01330,25011,0.3123508149764713,0.6030998458640178,0.6313410737941245,0.07643355686328178,79625.97483461775,24.576121303053036
01331,25027,0.8085178015318576,0.34746203152971067,0.5899287894201424,0.10197901561033865,68445.06935443144,41.39283309485733
01337,25011,1,0.5388551327150624,0.6149848419229104,0.060163973957077406,75460.6479109302,40.69663593918352
01338,25011,0,0.6207396664249456,0.571994715984148,0.11828571428571429,70599,38
01339,25011,0,0.5176067818715357,0.5644640234948605,0.11227981244455709,67361.99659477867,41.19807037457435
01340,25011,0,0.5176067818715357,0.5644640234948605,0.11227981244455709,67361.99659477867,41.19807037457435
01341,25011,0.5909671426912806,0.6167560516016815,0.6280959245184118,0.06674528301886792,84957.3516776965,29.977205000193504
01342,25011,1,0.5827897641746111,0.6365842894969108,0.06611736334405145,90638,29.5
01343,25003,0,0.3975797579757976,0.5610626486915147,0.10392491467576792,65102.16370106762,46.592526690391466
01344,25011,1,0.41660201706749417,0.5799070432606364,0.09244946492271106,66098,47
01346,25011,0,0.4333530805687204,0.558434690639873,0.10749259849692552,64779,43.75
01347,25011,1,0.4523542600896861,0.6810520939734422,0.08113987383075918,85273,43.5
01349,25011,1,0.43735763097949887,0.6389095784299121,0.08591885441527446,77155.13434520822,44.98174862017059
01350,25011,0,0.4333530805687204,0.558434690639873,0.10749259849692552,64779,43.75
01351,25011,0.49691925197275966,0.5659150643242495,0.6463460810299129,0.07993510005408329,84811.67495405904,37.546877815010994
01354,25011,1,0.5094614264919942,0.6265155508697944,0.06273978785827126,76339,38.666666666666664
01355,25011,0.42035122680283976,0.5691617246353582,0.5990593768371546,0.0844982526210684,76681.22730103375,38.11205214431021
01360,25011,0.5379343321644884,0.4745762711864407,0.606526275848985,0.08000641333974667,74254.38316863246,43.53450749123367
01364,25011,0.7174344993299755,0.40119536794919686,0.5659505788067676,0.12496492376765504,65700.63864886096,51.01909954869615
01366,25027,0.7702376157873541,0.35787267487555674,0.5756676557863502,0.03958375841664966,57248.1423681031,45.05890052356021
01367,25011,0,0.3975797579757976,0.5610626486915147,0.10392491467576792,65102.16370106762,46.592526690391466
01368,25027,0.7094849870749652,0.32424325061358056,0.5926016658500735,0.12010340027838537,71059.07595943529,40.67713925896467
01370,25011,0.3077016080280498,0.5700913066830354,0.5980887750155807,0.08869342129375114,76523.45188006287,35.35565026397453
01373,25011,1,0.5885736196319018,0.6713761863675582,0.09195626708317063,78306.17653835077,30.522751271959297
01375,25011,1,0.5260599513907642,0.6939695009242144,0.09994931576279777,75208.38391777509,37.05864570737606
01376,25011,1,0.39474088882054437,0.637227886470102,0.09114552547582457,68181.18166958552,46.858785755983654
01378,25011,1,0.41660201706749417,0.5799070432606364,0.09244946492271106,66098,47
01379,25011,1,0.41660201706749417,0.5799070432606364,0.09244946492271106,66098,47
01380,25011,1,0.41660201706749417,0.5799070432606364,0.09244946492271106,66098,47
01420,25027,1,0.3864586038386175,0.615535636378059,0.11309066622140591,76908.98357738047,37.00878596661542
01430,25027,1,0.4830208469909532,0.5858902973581329,0.055719246553719876,94206.56946005375,33.39528951869045
01431,25017,1,0.4601010101010101,0.6281025362810254,0.0371313672922252,99486.47880447726,30.810133365086926
01432,25017,1,0.6113877822045153,0.7000710227272727,0.054593265877779684,131823.98343041338,6.178834662293351
01434,25027,1,0.4516650210932591,0.5171349683287315,0.05441012918128155,107669.79610362404,11.109559388310874
01440,25027,1,0.37395057951803135,0.580171916289524,0.10025806451612904,75239.03565137569,33.55986966697265
01450,25017,1,0.6422737306843267,0.6763241500308218,0.05294007138831486,147912.36401611217,11.692140335173306
01451,25027,1,0.7220843672456576,0.6170344169333558,0.03747450310706323,154399.81455250812,7.21732527366775
01452,25027,0.5579783982066435,0.5195556946182729,0.6777447303763093,0.028852056476365868,139912.7466884043,13.48165885469737
01453,25027,1,0.44104068590662027,0.6442983858078951,0.06928973922159612,79574.57730801152,34.42534188242825
01460,25017,1,0.7223650385604113,0.6484043692439495,0.041567046929435074,144958.7977638823,12.315882779401436
01462,25027,1,0.45189912826899126,0.5982211266198074,0.060489749769407006,97624.7513400011,30.522413936011496
01463,25017,1,0.568710472719477,0.6643156063384587,0.05178712666189597,137308.86235180078,20.05894415032436
01464,25017,1,0.4549240058296898,0.556040081647801,0.04443648091739832,110394.28971297541,23.781845496955803
01468,25027,0.5644099508003603,0.4281922736655854,0.6633083613192112,0.047745543516253056,95149.98482433651,9.16838749913381
01469,25017,1,0.5343054489639294,0.6810738255033557,0.053367077464788734,102901.59744094488,29.130905511811022
01472,25017,1,0.7096358362874637,0.6994063680518079,0.026693629929221436,178173,11
01473,25027,0.8169388530193695,0.46291941496988814,0.5961051219633364,0.04885232106960871,95416.81744524623,32.550685740811076
01474,25017,1,0.5264207377866401,0.6799803729146222,0.047910545217107414,100997.041352469,29.48491851131112
01501,25027,1,0.46867432747765597,0.6339048352918513,0.061157752413294346,91158.07235546104,37.07164670689888
01503,25027,1,0.6543387952919455,0.6565111065824333,0.05020675828077357,129210.24998965616,14.832195512157446
01504,25027,1,0.46679377184620274,0.7180437198962579,0.0419157202630006,94955.44444444444,22.12444146559428
01505,25027,1,0.7149416635302973,0.6574727812603102,0.049610430911114646,145079.90603779544,14.68059869102139
01506,25027,1,0.4170828310659549,0.6270294648226098,0.05213726670680313,77619.45394340759,20.40457555689344
01507,25027,1,0.4139286068091008,0.648014943682391,0.061613248360236315,96223.65005979376,28.45566686973984
01508,25027,1,0.4186556927297668,0.5635625475767572,0.03436088749263695,97837,35
01509,25027,1,0.4186556927297668,0.5635625475767572,0.03436088749263695,97837,35
01510,25027,1,0.5656029128292996,0.6342933195312211,0.042794815860387525,108885.87455879193,18.009351053272354
01515,25027,1,0.38923654568210264,0.6314878892733564,0.0753221010901883,70660,35.5
01516,25027,1,0.4948170992889574,0.6871403912543153,0.034102306920762285,125440.32193514213,9.435583544229297
01518,25027,1,0.4503311258278146,0.594907847235417,0.04694339622641509,78065.70641509433,9.801509433962263
01519,25027,1,0.6335083272990587,0.6783825816485225,0.05636192271442036,110814.75651847683,20.553773525917585
01520,25027,1,0.6361661814316742,0.6566669267379261,0.04479008680499532,115073.52520626158,27.679716828225153
01521,25013,0,0.42694610778443115,0.6658589122240173,0.06227992957746479,85061,41
01522,25027,1,0.7043660230191192,0.6750905498847547,0.03527038459035596,128515.00482780817,23.5309301577084
01523,25027,1,0.5775527998449913,0.6261306532663317,0.03995321124392295,115392.7044271737,23.761368630444338
01524,25027,1,0.4675477505205033,0.6504278636841315,0.0367267609409557,96020.30213903743,31.030784935538698
01525,25027,1,0.5035335689045937,0.7152294853963839,0.059173233789575556,123401,25.75
01526,25027,1,0.5036559139784946,0.7713214620431116,0.029603223806571606,126507,25
01527,25027,1,0.46767354662368155,0.6420944494598886,0.07418320252405414,86829.7789992222,37.60543297899922
01529,25027,1,0.44422965397254977,0.7063909137141888,0.048736462093862815,92998.72363335174,30.625897294312534
01531,25027,0.823804347826087,0.4698485281509003,0.5836248218681176,0.09936715887642944,81488.96619565217,39.1425
01532,25027,1,0.7307617377751802,0.6691278665740097,0.046749402254355005,131309.571402825,12.881137969617098
01534,25027,1,0.5213483146067416,0.6988495467295418,0.04813220751059566,117148.03472290019,24.068868170132447
01535,25027,1,0.4136202023885496,0.6152640264026402,0.08315083009537266,78165.78964941569,38.861769616026706
01536,25027,1,0.667403248924988,0.6583552498482703,0.06727272727272728,114027.53930051919,12.466206517218712
01537,25027,1,0.4171471080528176,0.7049053089102764,0.016163930253277333,110912,30.6
01538,25027,1,0.475010771219302,0.6727522575579112,0.04795417348608838,113636,31
01540,25027,1,0.4291549655348481,0.6521758575964935,0.02751147842056933,101753.23288072321,27.942297697910185
01541,25027,0,0.736212880833012,0.6928695652173913,0.03512278697886922,148438,16.5
01542,25027,1,0.40556781014680154,0.6787280701754386,0.03215155615696888,94814.8459385233,33.151101193619944
01543,25027,1,0.555988737275287,0.6509831460674157,0.01641689886286618,132860.96605445578,7.988160747040186
01545,25027,1,0.6507113016410453,0.6447110502326241,0.06136767653844699,117138.88860873818,10.48561823404709
01550,25027,1,0.2617393487904913,0.5683689130738105,0.2016115107913669,53898.43405316556,53.04182962081279
01560,25027,1,0.5887716788843197,0.7410389409305567,0.02770481550969356,114143.74362014102,23.366350533474762
01561,25027,1,0.5532120431492513,0.5173314993122421,0.03790664780763791,109963,24.666666666666668
01562,25027,1,0.33951977728801763,0.6429631904981313,0.056434188920577305,77039.24660970113,36.25493984610806
01564,25027,1,0.5413597391619369,0.63671486919086,0.03663652465740654,100723.89327296248,14.442108667529107
01566,25027,1,0.4463853519941071,0.634640769375825,0.042292878181406236,85968.13193867533,17.70221282380485
01568,25027,1,0.6322283335810911,0.6863748090081712,0.031332419031543414,126090.71852007568,16.526671221357997
01569,25027,1,0.46660589194894925,0.6787322768974146,0.05203890121139737,106948.22807255467,21.52839464315986
01570,25027,1,0.3676776471726406,0.6230630327972116,0.08790359413976039,77149.26603341884,40.820233307910975
01571,25027,1,0.4379891119428377,0.6475072901661807,0.038702897462843416,98756.95443908358,23.002266489469275
01581,25027,1,0.7050516765016884,0.6706537867546861,0.05253741447257078,135323.4091539197,14.57187938177183
01583,25027,1,0.47566515249837765,0.5255259673385317,0.08289453888972469,92444.95275590551,23.352362204724407
01585,25027,1,0.39752173478565006,0.6422894901330476,0.07818100358422939,73681.88577745025,39.096853352984525
01586,25027,1,0.3667870036101083,0.5293359123146357,0.1178082191780822,47031,39
01588,25027,1,0.47308904405858,0.7101575230852797,0.05823990033813846,109056.35347139779,27.341104955370888
01590,25027,1,0.4961954723758212,0.715853212500508,0.03441201773542452,119864.42124566331,21.073581695027258
01602,25027,1,0.4423355935214521,0.5878682842287695,0.17413796835429338,71021.26634788548,45.360204792757735
01603,25027,1,0.3260639103437831,0.579781912765106,0.19849724774482513,55192.52642288956,50.15746199118894
01604,25027,1,0.4177862701777433,0.6295504688361832,0.15906277884919837,67956.86451194403,37.63137744310009
01605,25027,1,0.46802222222222223,0.5769775293135369,0.1986847078388389,71374.92867749889,39.35516716887012
01606,25027,1,0.4840802529713226,0.5955030916245081,0.14031067961165047,78299.26555458643,40.79674280418666
01607,25027,1,0.43386178861788616,0.5980753084027643,0.11169164626500269,68702.83250401066,41.81414289728181
01608,25027,1,0.28052718861831194,0.5577242524916943,0.33145972682817154,34548.352345298394,44.87453204140057
01609,25027,1,0.48078490172430655,0.5466135847397602,0.2005717340274711,66868.18458547884,41.569382578185845
01610,25027,1,0.3147807052668108,0.5538245308417136,0.23453200806788654,43551.22577891592,50.69817842564322
01611,25027,1,0.3886212198872373,0.6319494584837545,0.062293853073463266,85744.88254437869,38.98821499013807
01612,25027,1,0.5652625205432056,0.6582034149962881,0.03664855301402755,119776.79106280193,24.160265700483095
01613,25027,1,0.48495934959349596,0.5988483685220729,0.2992957746478873,38346,70.5
01614,25027,1,0.48495934959349596,0.5988483685220729,0.2992957746478873,38346,70.5
01653,25027,1,0.4033163265306122,0.5190457097032879,0.17360014042478497,44660,44.75
01655,25027,1,0.4538224730631093,0.5332014072119613,0.1708314402544298,68618,46.5
01701,25017,1,0.7061765497443259,0.6673021183885464,0.053094855970482635,124089.18395810982,9.574471969126808
01702,25017,1,0.5211113909174852,0.6830295531337743,0.1330739767782301,78065.55527811925,16.41547742522024
01703,25017,1,0.5982198302628855,0.6296982040362896,0.05246710526315789,101906,15.5
01704,25017,1,0.45870841487279845,0.6383215744522837,0.07916257769054628,90030,23
01719,25017,1,0.7915222607304718,0.6750492018368686,0.024675562054469018,136875,10.666666666666666
01720,25017,1,0.7493518125677651,0.6525564754337063,0.04051728459006533,141133.82781251532,9.317838854151361
01721,25017,1,0.7169450178269844,0.7066249242577257,0.03973384030418251,145863.36894463666,5.546221705594003
01730,25017,1,0.755512849744308,0.6245717222476016,0.04285714285714286,154496.18283769584,5.743536156411311
01731,25017,1,0.791622141483223,0.5815593823473343,0.03856415231627456,158714.3256364427,1.1006553628649178
01740,25027,1,0.7220015214267602,0.6449641644662392,0.028372234010306155,145240.9847924871,6.413571644956074
01741,25017,1,0.8741908246552209,0.5948859363248935,0.03125,216000,3.5
01742,25017,1,0.7675084282170346,0.5343760549116687,0.02816102816102816,155796.21287346224,3.116291739894552
01745,25027,1,0.7989532019704434,0.7194719471947195,0.02195225916453538,164625,10
01746,25017,1,0.7218375400193582,0.6937557392102847,0.027678758649612077,149448.09273731374,10.178510645687888
01747,25027,1,0.5065507847969906,0.6800830807230268,0.09476917517390912,107487.56307375396,22.625483259445016
01748,25017,1,0.7560340960071781,0.7018100092306457,0.03554083885209713,158690.54234634776,6.550017220326247
01749,25017,1,0.540311641909551,0.6386734420968173,0.05918401814365334,101991.8074607456,22.01877428314549
01752,25017,1,0.537160894422003,0.6846307385229541,0.07150854305602881,99865.2093296431,17.56264414979779
01754,25017,1,0.7663057422897316,0.7067454008630479,0.04506029193991961,155734.1790966017,10.816579305330801
01756,25027,1,0.5570235176609462,0.689832587960581,0.037577295068970985,125933.37593557558,17.241220590557397
01757,25027,1,0.49105649208596064,0.6833253514381497,0.07703030026049998,102422.176606544,16.296727242514876
01760,25017,1,0.7135987767337988,0.6712417129546676,0.06045252536950448,138487.39241954166,9.725169066239651
01770,25017,1,0.8417485598102338,0.6953171310017783,0.027916477530640037,218906,4
01772,25027,1,0.7304983042003652,0.689443407960199,0.04155158657092003,141424.59778463774,12.10253616609164
01773,25017,1,0.784765435367845,0.5797301441275682,0.05336499406361307,170048.33779347086,4.283923372359537
01775,25017,1,0.7348106660172896,0.6911928651059086,0.03237034458753916,133152.89248805906,8.187364307425097
01776,25017,1,0.7910674718686188,0.6450847587341675,0.02690194673354831,179658.770953693,6.2531083656761375
01778,25017,1,0.8120745920745921,0.6206433771198503,0.03267072176584938,182307.6306871082,4.824783274367409
01784,25017,1,0.7728539576365663,0.7333333333333333,0.049843086579287425,202404,9.666666666666666
01801,25017,1,0.5934683906059139,0.656786524133463,0.0513637201817176,121059.45413803405,10.807005997631933
01803,25017,1,0.599314489850105,0.6474604214664665,0.05169967950401933,114181.75450528807,8.708948824102421
01810,25009,1,0.6873321688348932,0.6772006027834412,0.0450143276868947,135643.32452664024,14.56492440921767
01812,25009,1,0.7995529061102832,0.6410968413745227,0.006998654104979811,183920,7
01821,25017,1,0.5522617564621614,0.6672426603998548,0.03576655154246912,130554.3136103152,14.711087870105063
01822,25017,1,0.48914146539476355,0.6887350109778754,0.012955580865603644,137700,16.25
01824,25017,1,0.6784984502353346,0.6678594403345127,0.040949545186833324,140869.955816456,16.300533489659458
01826,25017,1,0.40936475409836065,0.6448418537818327,0.09752578806896055,88275.47574536892,30.06493456450408
01827,25017,1,0.5768311688311688,0.6906111062679802,0.04597219311115769,144685.8307114019,18.879692793169056
01830,25009,1,0.34494672146052296,0.6444500203870401,0.13712189729675409,73296.11050894222,36.41942569509451
01831,25009,1,0.24299835255354202,0.5612198452435139,0.2821283365741559,38790,51.666666666666664
01832,25009,1,0.35663491211592646,0.6338284211340605,0.14314320388349513,68968.78112516143,37.88295837963936
01833,25009,1,0.6051309564453983,0.6876200453989872,0.0394713341668155,131883.98269230768,14.228626543209876
01834,25009,1,0.5949685534591195,0.7328399629972248,0.02745214423504971,121711,18.333333333333332
01835,25009,1,0.5040955294582059,0.7032774580935702,0.05870589915726325,98008.80754024288,30.050927233361573
01840,25009,1,0.15266675402961605,0.5710918247080253,0.24219677692960137,43200.98513703735,45.55121304959841
01841,25009,1,0.17555027047192687,0.5981996572569255,0.19204719248415994,52712.82607822607,40.89568422713386
01842,25009,1,0.22054507337526205,0.451520572450805,0.321753986332574,30063,27
01843,25009,1,0.4587961616749055,0.6490223900339097,0.13789003317799128,82678.00331375207,26.271427361048346
01844,25009,1,0.3489408160030992,0.6246622812169623,0.10807466846050355,78405.4458778472,29.06770753050263
01845,25009,1,0.5983089482612384,0.6420119002518218,0.07704636735617446,132719.51142361364,16.806521581953582
