sex,race,age,zip,county,state,outcome
Female,White,90,34474,12083,FL,-1.1979596271674708
Female,Black,15,34474,12083,FL,-0.6449120857591257
Male,Other,28,34476,12083,FL,2.003794282277788
Female,Other,84,34482,12083,FL,-0.9380479412578795
Female,Other,97,34482,12083,FL,1.6813259359902222
Male,White,30,34479,12083,FL,-0.49975488847516786
Male,White,54,34481,12083,FL,-0.21655659643515004
Male,Black,39,34474,12083,FL,-1.7814911401526898
Female,Other,27,34476,12083,FL,1.4094119057955306
Male,Black,5,34479,12083,FL,-0.21422102813519994
Female,White,67,34474,12083,FL,0.49621815826507976
Female,Other,69,34481,12083,FL,1.722258242620804
Male,White,88,34478,12083,FL,-0.44525556069879013
Male,White,98,34479,12083,FL,0.04148609704038908
Female,White,15,34474,12083,FL,-1.4302138788923124
Female,White,30,34482,12083,FL,1.8503136907282434
Female,White,24,34483,12083,FL,1.303656772686193
Female,White,10,34483,12083,FL,-0.3721737827870426
Female,Other,45,34480,12083,FL,0.7940675597776464
Female,Other,56,34481,12083,FL,1.6526038900255295
Female,White,74,34476,12083,FL,-0.27016193000205035
Male,White,63,34475,12083,FL,-1.33338322884177
Female,Other,24,34478,12083,FL,1.2359964583939058
Male,Other,4,34481,12083,FL,-0.03659807430015591
Female,Black,80,34477,12083,FL,0.6203882549363573
Male,Black,91,34477,12083,FL,1.3298608047362246
Male,Black,73,34479,12083,FL,1.244487392065862
Female,Other,56,34474,12083,FL,-0.3511474563933779
Female,Other,25,34478,12083,FL,2.256381983075297
Female,Other,15,34481,12083,FL,0.43292596512236703
Male,Other,75,34481,12083,FL,1.940711539467105
Male,Other,40,34478,12083,FL,0.8791583465189592
Female,Other,21,34478,12083,FL,0.9684253994004126
Female,Black,29,34476,12083,FL,1.0925285276479437
Male,Black,72,34478,12083,FL,0.9764199596496428
Female,White,3,34482,12083,FL,-1.033005454468808
Female,White,65,34474,12083,FL,-0.00393330481954457
Female,Other,0,34475,12083,FL,-0.315675056149338
Female,White,0,34480,12083,FL,-0.921962124837709
Male,Other,72,34479,12083,FL,0.2875317880783203
Male,White,12,34483,12083,FL,-4.027955179931633
Female,White,84,34478,12083,FL,-0.26547384041440164
Female,Black,25,34482,12083,FL,-0.2582744303430175
Female,White,17,34474,12083,FL,-1.0495658375952646
Female,Other,100,34476,12083,FL,1.401437034487693
Male,White,76,34479,12083,FL,1.172890382904809
Female,Black,31,34475,12083,FL,-0.2693043779934955
Female,Black,2,34478,12083,FL,-0.17399273572696078
Male,Black,29,34482,12083,FL,0.03872713307225287
Female,Black,79,34481,12083,FL,2.221641244763032
Female,Other,99,34475,12083,FL,0.4279236852125461
Male,Other,29,34477,12083,FL,0.3277458065893295
Male,White,67,34483,12083,FL,-0.500148450286755
Male,White,36,34480,12083,FL,-1.8219691348685354
Male,Black,48,34476,12083,FL,1.502905371055749
Female,Black,30,34475,12083,FL,-0.8360732111496771
Male,White,14,34480,12083,FL,-1.4617912856373712
Female,Black,19,34483,12083,FL,0.28654621568896765
Male,Black,12,34475,12083,FL,-0.2975684207360152
Male,White,89,34477,12083,FL,-1.4613350741215652
Female,Other,37,34474,12083,FL,-0.3733603551934028
Female,Other,33,34477,12083,FL,0.28456488847954386
Male,White,4,34477,12083,FL,-1.2152872139215762
Male,Black,81,34476,12083,FL,1.7751546189093692
Female,White,40,34477,12083,FL,0.11038460965657024
Female,White,6,34480,12083,FL,-0.19901862326296949
Male,Black,58,34474,12083,FL,0.4257931032263813
Male,White,25,34481,12083,FL,-0.03842858536916688
Male,Black,44,34474,12083,FL,-1.6042411073932055
Male,White,13,34483,12083,FL,-1.1706506563943297
Female,White,3,34482,12083,FL,-3.6004388052589498
Female,Black,23,34480,12083,FL,1.1970529592689008
Male,Other,71,34474,12083,FL,0.7720595340973985
Female,White,36,34481,12083,FL,-0.7795004350826498
Male,Black,6,34474,12083,FL,-1.7185691624125816
Male,Black,73,34477,12083,FL,0.3786650091631725
Female,Other,19,34478,12083,FL,0.4153750111990948
Female,Black,72,34474,12083,FL,-0.8061456624979322
Female,Other,90,34480,12083,FL,1.4573793577114649
Female,White,79,34482,12083,FL,-0.5737352978458005
Female,Other,29,34474,12083,FL,0.8178545504915865
Female,Black,9,34479,12083,FL,-0.0919556053421855
Female,White,87,34474,12083,FL,0.7982496251784761
Male,White,3,34481,12083,FL,-0.7884833914681794
Female,Other,21,34481,12083,FL,1.6270903590268495
Female,Other,6,34483,12083,FL,0.9026632160103805
Female,Black,84,34483,12083,FL,-0.3331895012029838
Male,White,67,34477,12083,FL,1.3454504662762843
Male,Black,68,34475,12083,FL,-1.2847972263609173
Male,Other,65,34477,12083,FL,0.11338339614100146
Female,Black,82,34475,12083,FL,1.051858886497561
Male,Black,41,34481,12083,FL,0.8890266818704208
Male,Black,100,34481,12083,FL,-0.1478292898825435
Female,White,58,34482,12083,FL,-0.5680131798274457
Female,Black,89,34483,12083,FL,0.4440677801965856
Male,Other,33,34482,12083,FL,0.779746280907136
Female,Other,65,34475,12083,FL,-2.253054696968026
Male,White,99,34478,12083,FL,-1.6246378802839034
Male,Black,29,34477,12083,FL,0.6913711201899957
Female,Other,73,34474,12083,FL,2.3365596660375187
Female,Other,71,34478,12083,FL,1.3984358816986253
Male,White,50,34474,12083,FL,-1.3771975881916674
Female,Black,68,34476,12083,FL,2.564810424817119
Female,Black,62,34474,12083,FL,0.8646917841318168
Female,White,31,34483,12083,FL,-0.3832998100803658
Male,Black,50,34478,12083,FL,-0.7537046843302776
Male,Other,7,34475,12083,FL,-1.0350295633022564
Female,Other,58,34479,12083,FL,-0.09513465256069298
Male,Other,26,34482,12083,FL,0.8530306405216226
Male,White,18,34481,12083,FL,0.8948234920373915
Female,Other,14,34481,12083,FL,2.076056371638944
Female,White,3,34480,12083,FL,1.168751131652247
Female,Other,91,34475,12083,FL,-2.0660207455448525
Male,White,2,34481,12083,FL,-0.42204233445351325
Male,Black,74,34479,12083,FL,0.517270439070787
Female,White,99,34474,12083,FL,0.004315634108846611
Male,Other,88,34481,12083,FL,-0.313535718101548
Male,Black,93,34478,12083,FL,0.5442517493825676
Female,White,6,34474,12083,FL,-0.773276474494367
Male,Black,17,34477,12083,FL,-0.6389804401718364
Male,Black,66,34476,12083,FL,-0.4267382626612253
Male,Other,97,34483,12083,FL,1.5988822018365743
Female,Other,95,34480,12083,FL,1.7922579091410324
Male,Other,16,34483,12083,FL,-2.405502287932015
Male,Other,3,34483,12083,FL,-1.4423930517968786
Male,White,19,34481,12083,FL,1.1115562958825445
Female,White,21,34476,12083,FL,0.7392061618282133
Male,White,49,34483,12083,FL,-3.3660871385189273
Male,Black,23,34482,12083,FL,0.6224774715028052
Male,Black,23,34482,12083,FL,-0.48033595753283675
Female,White,35,34481,12083,FL,-0.3220199206221967
Male,Other,20,34480,12083,FL,0.5227812500428035
Female,White,70,34480,12083,FL,0.09207360566274994
Female,Black,0,34475,12083,FL,0.09868407921024214
Male,White,51,34480,12083,FL,-1.0792764411940539
Female,Other,25,34479,12083,FL,2.1692867056895357
Female,White,22,34481,12083,FL,0.6622430019848611
Female,White,54,34478,12083,FL,0.023058193792621903
Female,White,14,34480,12083,FL,-2.147336944068181
Male,Other,40,34479,12083,FL,-0.6540942517642407
Male,Black,4,34474,12083,FL,-1.2598716136161996
Female,Other,81,34480,12083,FL,1.6283016114319597
Male,Black,7,34477,12083,FL,-1.9128764655021138
Male,Black,19,34474,12083,FL,0.6093434309572319
Male,Black,30,34481,12083,FL,-1.2828572666531532
Female,White,74,34481,12083,FL,1.3026091489127483
Female,Black,77,34478,12083,FL,0.6775736926526978
Male,White,22,34476,12083,FL,0.40895227918105376
Male,Other,17,34479,12083,FL,-1.3623100704442108
Male,Black,25,34481,12083,FL,-0.24350293115788446
Female,White,80,34474,12083,FL,2.0262263060285113
Male,Black,76,34481,12083,FL,0.10035506014964368
Male,White,68,34478,12083,FL,-1.2176786822088164
Female,Other,94,34476,12083,FL,1.025796675978416
Female,White,57,34478,12083,FL,-0.1492733788898788
Female,Other,92,34474,12083,FL,-2.002025928844297
Male,Other,83,34477,12083,FL,-1.2963581458978684
Male,Other,99,34476,12083,FL,1.1874075410142066
Male,White,56,34478,12083,FL,0.7167356820217331
Male,Other,8,34474,12083,FL,-2.675919990618733
Male,Black,28,34479,12083,FL,-0.45450165986273716
Male,White,5,34477,12083,FL,-0.14203974632834904
Male,Other,31,34475,12083,FL,-0.6797740626955217
Female,Black,34,34482,12083,FL,0.4598933054335981
Male,Black,13,34477,12083,FL,-0.04879667419466838
Male,Black,42,34476,12083,FL,0.6294336228535077
Male,Black,30,34480,12083,FL,-0.14002132570875261
Male,Other,73,34479,12083,FL,0.25721141668111736
Male,Black,3,34475,12083,FL,-1.149137461603829
Male,Black,71,34475,12083,FL,-0.5440691033779742
Male,Black,76,34478,12083,FL,1.8776542184494687
Female,Other,20,34481,12083,FL,0.9957182969345044
Male,White,23,34479,12083,FL,-0.8694287317269642
Female,Other,69,34478,12083,FL,0.7062244622690086
Female,Other,13,34474,12083,FL,1.2230426045389495
Male,Black,11,34483,12083,FL,-1.2820635495967672
Female,White,66,34483,12083,FL,-2.2009633979514707
Male,Other,51,34479,12083,FL,1.277347944874063
Male,Other,23,34474,12083,FL,0.8701092998387988
Male,Other,4,34479,12083,FL,0.6873376356507304
Male,Black,100,34475,12083,FL,-0.7348091854108377
Male,White,67,34479,12083,FL,-0.8329131053487248
Male,Black,82,34482,12083,FL,-0.5432871869840561
Female,White,28,34475,12083,FL,-1.1133344305480004
Female,Black,22,34481,12083,FL,0.8483478176821733
Female,Other,27,34482,12083,FL,0.773647507903484
Male,Other,65,34478,12083,FL,1.8742424298807263
Male,White,20,34480,12083,FL,-0.5203721825009013
Female,White,34,34476,12083,FL,0.3626640033735473
Female,White,17,34483,12083,FL,-3.754027029776655
Male,Black,64,34483,12083,FL,-0.29134303621871416
Female,White,54,34476,12083,FL,0.576870417811336
Female,White,67,34475,12083,FL,-1.3279241873558114
Male,Other,15,34476,12083,FL,1.7087176967824285
Male,Other,68,34482,12083,FL,0.5109231957581226
Male,Other,29,34474,12083,FL,1.264423703480836
Male,Black,18,34480,12083,FL,0.15110512337780227
Female,Other,70,34475,12083,FL,0.12882282576633086
Male,Other,10,34479,12083,FL,0.7879383434565135
Female,White,66,34480,12083,FL,1.5279803629581485
Female,Black,40,34477,12083,FL,1.5799953116072785
Female,Other,41,34480,12083,FL,0.7980079195415565
Female,Other,56,34477,12083,FL,0.9527820864924651
Male,Black,87,34475,12083,FL,-1.8456852875915806
Male,Other,69,34482,12083,FL,0.6904704108467317
Female,Black,26,34478,12083,FL,0.5247186075833059
Male,Other,8,34476,12083,FL,0.4245479652964505
Male,Black,15,34480,12083,FL,-1.4904708348048012
Male,White,14,34476,12083,FL,-1.107948692372584
Male,Black,55,34474,12083,FL,-2.1854277327711684
Female,Black,89,34475,12083,FL,-1.2603722226266034
Male,Black,18,34479,12083,FL,-0.23282519703675844
Male,White,17,34475,12083,FL,-1.8780594891165365
Male,White,54,34477,12083,FL,-0.10394715436716767
Male,Other,31,34475,12083,FL,1.8428599449836423
Male,Other,67,34478,12083,FL,0.26923715883391663
Male,Black,84,34478,12083,FL,-0.5963868896625253
Male,Other,28,34474,12083,FL,-1.031011675203996
Male,Other,26,34474,12083,FL,-0.07299956994518661
Male,Other,6,34480,12083,FL,-0.05873495521632949
Male,Other,5,34476,12083,FL,1.9823631373684296
Male,Other,18,34475,12083,FL,1.2571633157436168
Male,Other,18,34479,12083,FL,0.5786802310524021
Male,Other,69,34480,12083,FL,0.881863840642316
Male,Other,29,34476,12083,FL,2.469874272360146
Male,White,28,34480,12083,FL,-0.5469954477108627
Female,Other,64,34481,12083,FL,-0.2947216317521193
Male,White,65,34479,12083,FL,-1.866591922115892
Male,Black,91,34480,12083,FL,-0.7318641799402201
Male,Other,89,34479,12083,FL,-0.03495303437049857
Female,Other,47,34477,12083,FL,0.9355773531729599
Male,Other,0,34475,12083,FL,-0.8626649090999496
Male,Black,90,34480,12083,FL,-0.28856782596904207
Male,Other,17,34480,12083,FL,-0.5172136988312291
Female,Black,16,34483,12083,FL,-0.5812404436949848
Female,Other,33,34483,12083,FL,1.8757098446385156
Female,White,23,34483,12083,FL,-0.453674903097097
Female,White,69,34482,12083,FL,-2.0728694525021183
Female,White,0,34476,12083,FL,-2.5717208933277522
Male,Other,100,34483,12083,FL,-0.9021502963856985
Female,White,7,34475,12083,FL,-1.7452182225489026
Male,Other,42,34477,12083,FL,-1.2143947831477717
Male,Black,39,34480,12083,FL,0.9203492975239903
Male,White,86,34480,12083,FL,-0.26922419394085856
Male,Other,70,34480,12083,FL,0.23727757487578838
Female,Black,83,34479,12083,FL,-0.18429216313916263
Male,Other,46,34477,12083,FL,1.0546060752340842
Female,Black,97,34481,12083,FL,1.3250736541972614
Male,Other,19,34474,12083,FL,0.029216865137218134
Male,White,30,34475,12083,FL,-0.9691097253141305
Female,Other,74,34479,12083,FL,0.8878403771337111
Male,White,62,34483,12083,FL,-0.9929520090504207
Female,White,72,34481,12083,FL,0.11736287872057793
Male,White,52,34478,12083,FL,0.40545849197622974
Female,Black,90,34482,12083,FL,-0.9448994661078226
Male,Black,66,34480,12083,FL,-1.5084934769072995
Male,Black,99,34474,12083,FL,-1.2417374050583023
Male,Other,67,34483,12083,FL,0.8089552546070009
Female,Black,84,34483,12083,FL,0.12073685914718857
Female,Other,28,34477,12083,FL,2.1363529985626726
Male,Other,34,34475,12083,FL,-0.8276640239901977
Female,White,11,34481,12083,FL,-0.26844768805418295
Female,Black,34,34480,12083,FL,-1.6246000278060362
Male,Black,16,34479,12083,FL,-0.9513024922178797
Male,Other,68,34476,12083,FL,1.029779239907891
Female,Other,74,34474,12083,FL,-0.556255781630413
Male,White,13,34478,12083,FL,-1.5938396924566014
Female,Black,23,34479,12083,FL,1.3880135008669614
Male,Other,19,34478,12083,FL,2.297579518981389
Female,Black,72,34479,12083,FL,-0.6635469280062595
Female,Other,30,34474,12083,FL,0.4410696262392024
Female,Other,75,34481,12083,FL,3.0128120425688385
Female,White,46,34476,12083,FL,0.510811786952625
Male,Other,18,34474,12083,FL,0.7983796177432734
Male,Other,17,34483,12083,FL,-1.4920673190183016
Female,Black,21,34476,12083,FL,1.4762518407434888
Male,Black,24,34481,12083,FL,-0.8171746491652863
Female,Other,53,34476,12083,FL,1.7434331285021791
Female,White,72,34480,12083,FL,-1.2335813422445059
Male,White,41,34477,12083,FL,-0.16045548198589718
Male,White,11,34476,12083,FL,0.8476657667725799
Female,White,21,34478,12083,FL,-0.6922109041742206
Male,Black,86,34477,12083,FL,-0.1942249256502745
Female,White,34,34483,12083,FL,-1.1370095184803881
Female,White,20,34479,12083,FL,0.6174654588293744
Male,Other,40,34477,12083,FL,1.71782659977613
Female,Black,96,34479,12083,FL,0.6467055401376722
Male,White,12,34481,12083,FL,0.44572905973332844
Male,Other,89,34480,12083,FL,2.0681834328694837
Female,Black,25,34482,12083,FL,-0.13084198436362632
Male,Other,15,34483,12083,FL,-0.437464457955089
Male,Black,51,34474,12083,FL,-0.15582935787987479
Female,Black,65,34477,12083,FL,-0.10733787348606039
Female,Black,43,34483,12083,FL,-0.40989706763252387
Female,Other,30,34479,12083,FL,-0.45940633495382954
Female,Other,44,34475,12083,FL,-0.8821765447147282
Male,White,24,34479,12083,FL,-0.747325093060462
Female,White,39,34477,12083,FL,0.41615743220609386
Female,Other,77,34477,12083,FL,0.7850469795855534
Male,White,75,34481,12083,FL,1.9566164286536685
Male,Black,68,34478,12083,FL,-0.8789924772190421
Female,Other,7,34481,12083,FL,0.01349730201727567
Female,Other,2,34483,12083,FL,1.1678374715408246
Male,Black,56,34476,12083,FL,-0.24811478160548872
Male,Black,4,34483,12083,FL,-0.8167310839918965
Male,Other,4,34481,12083,FL,0.11968697540130177
Female,Black,3,34482,12083,FL,0.17701877784693343
Female,Black,73,34474,12083,FL,0.43009176433175245
Female,Black,6,34475,12083,FL,-1.834851689503885
Female,Black,66,34476,12083,FL,0.5521611155708969
Female,Black,100,34474,12083,FL,0.6679866575498306
Male,White,15,34475,12083,FL,-2.8466802144594605
Male,White,26,34481,12083,FL,-0.14091329215104698
Male,Black,32,34482,12083,FL,-0.3127297395372478
Male,Black,40,34475,12083,FL,-0.08223558375866957
Female,Black,86,34477,12083,FL,-0.9180814351978674
Female,Other,62,34480,12083,FL,-0.5408548925832073
Male,Black,98,34479,12083,FL,-1.8445674180559883
Female,Black,88,34478,12083,FL,-1.437322319111986
Male,White,3,34481,12083,FL,-2.4531980913099254
Female,Other,56,34479,12083,FL,1.3437478147257862
Male,Other,7,34481,12083,FL,0.42767645876537475
Female,White,14,34474,12083,FL,-1.9139587762179269
Male,Other,23,34475,12083,FL,0.006166762073266802
Male,Black,89,34476,12083,FL,2.5476681606757787
Male,Black,13,34482,12083,FL,1.4219837570334088
Male,Black,72,34481,12083,FL,-0.8760057986264285
Male,Other,18,34481,12083,FL,0.5239813119903562
Female,Other,58,34478,12083,FL,0.2893163461478072
Male,Other,3,34477,12083,FL,-0.9191771806995511
Male,Black,25,34480,12083,FL,-0.18142050234343915
Male,Other,85,34479,12083,FL,-0.19229058443667169
Male,White,23,34478,12083,FL,0.6912401515807101
Male,Black,18,34482,12083,FL,0.23517918537853494
Male,White,44,34480,12083,FL,-1.6331443473196394
Male,Other,93,34482,12083,FL,-0.2616794457295298
Female,Black,30,34476,12083,FL,-0.47462287657305735
Male,Black,55,34480,12083,FL,-0.375699441930865
Female,White,5,34480,12083,FL,-1.2571740480235973
Male,Other,66,34483,12083,FL,1.1126497152965276
Female,Other,73,34481,12083,FL,2.975731065770896
Female,Other,97,34483,12083,FL,0.1831603709127575
Male,Black,93,34475,12083,FL,-0.1698208623308456
Female,Black,21,34480,12083,FL,-0.980250618405015
Male,White,73,34475,12083,FL,-1.8661939716568048
Female,Other,74,34483,12083,FL,0.5963834391203099
Male,Black,92,34482,12083,FL,-0.4616074996271077
Female,White,29,34474,12083,FL,-2.4478668244544806
Female,White,97,34474,12083,FL,-0.9303941185988592
Female,Black,73,34474,12083,FL,-0.9301204045961525
Female,White,71,34477,12083,FL,1.326002714139995
Male,Other,36,34476,12083,FL,1.7252445677899835
Female,Black,83,34482,12083,FL,1.3297861538610014
Male,White,20,34477,12083,FL,-0.364664250493346
Female,Black,4,34475,12083,FL,-1.2236199098396245
Female,White,79,34474,12083,FL,-0.06225868523253286
Male,Other,85,34482,12083,FL,1.09397884289169
Male,Other,95,34481,12083,FL,0.7681052792990526
Male,Other,56,34482,12083,FL,0.555178257113043
Male,White,36,34482,12083,FL,-2.5242272554472924
Female,White,46,34476,12083,FL,2.1743592027027185
Male,Other,50,34482,12083,FL,0.339997521916207
Female,Black,1,34477,12083,FL,-1.0191277564316015
Male,White,75,34478,12083,FL,1.366293507204447
Female,Other,48,34479,12083,FL,0.04378605214460407
Female,White,47,34475,12083,FL,-0.44415568367814273
Female,Other,55,34483,12083,FL,0.3923394616109141
Female,Other,10,34481,12083,FL,-0.68250656729608306
Female,Other,37,34478,12083,FL,0.7318170285484934
Female,Black,2,34483,12083,FL,-0.9868004359037906
Male,White,15,34474,12083,FL,-1.1689501112029754
Female,White,28,34480,12083,FL,0.44810200262980143
Male,White,84,34475,12083,FL,-0.4980737158711225
Female,Black,1,34482,12083,FL,-0.4651421799872826
Male,Black,37,34479,12083,FL,1.1856384500025725
Female,Black,88,34479,12083,FL,0.9887970316653318
Female,White,16,34478,12083,FL,0.6276079675098541
Male,Other,32,34475,12083,FL,0.1881234909159588
Male,Black,96,34480,12083,FL,-0.34596084395006965
Male,White,25,34476,12083,FL,-0.663666827819451
Male,Other,34,34480,12083,FL,0.6356878432719639
Female,White,19,34482,12083,FL,-1.362649678407451
Male,Other,71,34474,12083,FL,2.226839776972049
Female,Black,75,34476,12083,FL,0.7204347693668645
Male,White,82,34478,12083,FL,0.08410333465997943
Female,Other,53,34481,12083,FL,0.5841658502285464
Female,White,6,34474,12083,FL,-0.31036861428503637
Male,White,65,34475,12083,FL,-0.7605925648596901
Female,White,17,34474,12083,FL,-0.2860224115713932
Female,White,25,34476,12083,FL,0.3988425627972533
Female,White,13,34477,12083,FL,0.5233973906144398
Male,Other,22,34476,12083,FL,1.088498939310306
Male,Other,67,34481,12083,FL,0.8457142379355687
Male,Other,90,34474,12083,FL,0.7853127687322358
Female,Black,24,34481,12083,FL,-0.14067526997808844
Male,White,81,34474,12083,FL,-2.07149964919563
Female,Other,73,34475,12083,FL,0.31784209283728043
Male,White,71,34475,12083,FL,-2.0875524450268212
Female,Other,32,34478,12083,FL,0.4760738992289715
Female,Black,42,34483,12083,FL,0.30874736933124447
Male,Other,67,34475,12083,FL,0.37300904254617534
Female,White,90,34482,12083,FL,-0.9817625867418707
Male,Black,32,34483,12083,FL,0.5307681881273589
Male,Black,10,34477,12083,FL,0.5817008899016105
Male,Other,0,34479,12083,FL,-0.007220779628808238
Female,White,22,34478,12083,FL,0.8834255787449348
Female,Other,95,34474,12083,FL,0.46803166423961257
Male,Other,68,34483,12083,FL,-0.40603522082232657
Female,White,73,34477,12083,FL,-0.1137294839285336
Female,Other,12,34475,12083,FL,-1.2426780448792911
Female,Black,92,34474,12083,FL,0.01976113307918173
Male,White,74,34482,12083,FL,-1.3218831986051156
Male,White,30,34478,12083,FL,-0.5987625645603876
Female,White,72,34482,12083,FL,1.4504265640849283
Male,Other,13,34483,12083,FL,-1.4905043112788623
Male,Black,2,34476,12083,FL,0.27616328411048396
Female,White,46,34483,12083,FL,-3.147439277463537
Female,Other,22,34480,12083,FL,-1.0309957307179074
Male,White,34,34477,12083,FL,-0.6970876127697541
Female,Other,76,34474,12083,FL,-0.3150589134522188
Female,Other,17,34474,12083,FL,-0.14089332434854424
Male,Other,67,34479,12083,FL,1.971482702143485
Female,Black,37,34480,12083,FL,0.03271691765468604
Male,Other,33,34477,12083,FL,2.3347731653337087
Male,Black,92,34481,12083,FL,-0.05449158657589359
Female,Other,65,34474,12083,FL,2.4427184071928174
Male,Black,74,34474,12083,FL,-0.013763290104828796
Female,Black,89,34477,12083,FL,0.44093698935466097
Male,Other,60,34480,12083,FL,-0.0835876249329209
Female,Black,23,34479,12083,FL,0.24270304164159073
Male,Other,67,34482,12083,FL,-0.032862075814707015
Male,Other,94,34475,12083,FL,-0.48108465233555986
Female,Black,71,34479,12083,FL,-0.23488127794055735
Female,White,12,34482,12083,FL,-0.7067091096900843
Female,Black,14,34482,12083,FL,-1.6882569706690975
Male,Black,87,34481,12083,FL,1.0995089631025543
Male,White,42,34478,12083,FL,-0.863030801486225
Male,Black,35,34483,12083,FL,-0.15472999782817703
Male,Black,87,34479,12083,FL,-0.5302555739121569
Female,White,81,34482,12083,FL,-0.8690692280184644
Female,White,81,34483,12083,FL,-0.09869769985970012
Female,Black,86,34474,12083,FL,-0.21838332880709138
Female,Other,10,34474,12083,FL,0.07499440293019433
Male,Black,61,34483,12083,FL,-1.9796259897580288
Female,White,24,34478,12083,FL,-0.5931110803861466
